Country,State,Year,Name Of The Coal Field,Type Of Coal,Depth Of The Reserve,Type Of Reserve,"Coal Reserved Quantity (UOM:t(Tonne)), Scaling Factor:1000000"
India,West Bengal,"Financial Year (Apr - Mar), 2007",BIRBHUM,NON-COKING,0-300,INFERRED,40.01
India,West Bengal,"Financial Year (Apr - Mar), 2007",BIRBHUM,NON-COKING,300-600,INDICATED,2805.87
India,West Bengal,"Financial Year (Apr - Mar), 2007",BIRBHUM,NON-COKING,300-600,INFERRED,523.2
India,West Bengal,"Financial Year (Apr - Mar), 2007",BIRBHUM,NON-COKING,600-1200,INDICATED,932.45
India,West Bengal,"Financial Year (Apr - Mar), 2007",BIRBHUM,NON-COKING,600-1200,INFERRED,48.58
India,West Bengal,"Financial Year (Apr - Mar), 2007",DARJEELING,NON-COKING,0-300,INFERRED,15
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,MEDIUM COKING,0-300,INDICATED,1.6
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,MEDIUM COKING,0-300,PROVED,194.7
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,MEDIUM COKING,300-600,INDICATED,16.9
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,MEDIUM COKING,300-600,PROVED,15.3
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,0-300,INDICATED,2032.02
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,0-300,INFERRED,260.99
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,0-300,PROVED,9308.53
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,300-600,INDICATED,3402
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,300-600,INFERRED,2345.87
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,300-600,PROVED,1619.91
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,600-1200,INDICATED,1853.08
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,600-1200,INFERRED,1668.82
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,600-1200,PROVED,13.22
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,SEMI-COKING,0-300,INDICATED,14.19
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,SEMI-COKING,0-300,PROVED,45.75
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,SEMI-COKING,300-600,INDICATED,113.23
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,SEMI-COKING,300-600,INFERRED,23.48
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,SEMI-COKING,300-600,PROVED,109.51
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,SEMI-COKING,600-1200,INDICATED,305.07
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,SEMI-COKING,600-1200,INFERRED,144.75
India,West Bengal,"Financial Year (Apr - Mar), 2007",RANIGANJ,SEMI-COKING,600-1200,PROVED,32.79
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",GODAVARI,NON-COKING,0-300,INDICATED,1312.46232071573
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",GODAVARI,NON-COKING,0-300,INFERRED,59.9339348910214
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",GODAVARI,NON-COKING,0-300,PROVED,3227.04820736596
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",GODAVARI,NON-COKING,300-600,INDICATED,1700.2539293666
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",GODAVARI,NON-COKING,300-600,INFERRED,324.170784268747
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",GODAVARI,NON-COKING,300-600,PROVED,1698.48375349011
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",GODAVARI,NON-COKING,600-1200,INDICATED,596.9009609479
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",GODAVARI,NON-COKING,600-1200,INFERRED,1130.65587978519
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2006",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,INDICATED,40.11
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2006",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,INFERRED,18.89
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2006",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,PROVED,31.23
India,Assam,"Financial Year (Apr - Mar), 2006",DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,14.19
India,Assam,"Financial Year (Apr - Mar), 2006",DILLI-JEYPORE,HIGH SULPHUR,0-300,INFERRED,30.8
India,Assam,"Financial Year (Apr - Mar), 2006",DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,9.03
India,Assam,"Financial Year (Apr - Mar), 2006",MAKUM,HIGH SULPHUR,0-300,PROVED,161.28
India,Assam,"Financial Year (Apr - Mar), 2006",MAKUM,HIGH SULPHUR,300-600,INDICATED,9.85
India,Assam,"Financial Year (Apr - Mar), 2006",MAKUM,HIGH SULPHUR,300-600,INFERRED,1.19
India,Assam,"Financial Year (Apr - Mar), 2006",MAKUM,HIGH SULPHUR,300-600,PROVED,143.59
India,Assam,"Financial Year (Apr - Mar), 2006",MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,2.02
India,Assam,"Financial Year (Apr - Mar), 2006",MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
India,Assam,"Financial Year (Apr - Mar), 2006",SINGRIMARI,NON-COKING,0-300,INDICATED,2.79
India,Bihar,"Financial Year (Apr - Mar), 2006",RAJMAHAL,NON-COKING,0-300,INFERRED,160
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",BISRAMPUR,NON-COKING,0-300,INDICATED,863.42
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",BISRAMPUR,NON-COKING,0-300,PROVED,635.57
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",CHIRIMIRI,NON-COKING,0-300,INDICATED,10.83
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",CHIRIMIRI,NON-COKING,0-300,INFERRED,31
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",CHIRIMIRI,NON-COKING,0-300,PROVED,320.33
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",HASDO-ARAND,NON-COKING,0-300,INDICATED,2929.17
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",HASDO-ARAND,NON-COKING,0-300,INFERRED,835.11
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",HASDO-ARAND,NON-COKING,0-300,PROVED,1183.36
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",HASDO-ARAND,NON-COKING,300-600,INDICATED,12.58
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",HASDO-ARAND,NON-COKING,300-600,INFERRED,4.36
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",JHILIMILI,NON-COKING,0-300,INDICATED,38.9
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",JHILIMILI,NON-COKING,0-300,PROVED,228.2
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",KORBA,NON-COKING,0-300,INDICATED,2571.04
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",KORBA,NON-COKING,0-300,INFERRED,224.18
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",KORBA,NON-COKING,0-300,PROVED,4955.63
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",KORBA,NON-COKING,300-600,INDICATED,1733.41
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",KORBA,NON-COKING,300-600,INFERRED,606
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",KORBA,NON-COKING,300-600,PROVED,24.95
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",LAKHANPUR,NON-COKING,0-300,INDICATED,85.84
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",LAKHANPUR,NON-COKING,0-300,PROVED,365.56
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",MAND-RAIGARH,NON-COKING,0-300,INDICATED,10979.18
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",MAND-RAIGARH,NON-COKING,0-300,INFERRED,1930.51
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",MAND-RAIGARH,NON-COKING,0-300,PROVED,1407.14
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",MAND-RAIGARH,NON-COKING,300-600,INDICATED,4082.48
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",MAND-RAIGARH,NON-COKING,300-600,INFERRED,603.82
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",MAND-RAIGARH,NON-COKING,300-600,PROVED,2.73
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",MAND-RAIGARH,NON-COKING,600-1200,INDICATED,100.18
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",PANCHBAHINI,NON-COKING,0-300,INDICATED,11
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SENDURGARH,NON-COKING,0-300,INDICATED,126.32
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SENDURGARH,NON-COKING,0-300,PROVED,152.89
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SOHAGPUR,NON-COKING,0-300,INDICATED,10.08
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SOHAGPUR,NON-COKING,0-300,PROVED,94.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SONHAT,NON-COKING,0-300,INDICATED,936.39
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SONHAT,NON-COKING,0-300,PROVED,101
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SONHAT,NON-COKING,300-600,INDICATED,859.37
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SONHAT,NON-COKING,300-600,INFERRED,1.89
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SONHAT,NON-COKING,300-600,PROVED,27.72
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SONHAT,NON-COKING,600-1200,INDICATED,568.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SONHAT,SEMI-COKING,0-300,INDICATED,16.45
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SONHAT,SEMI-COKING,0-300,PROVED,70.77
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",SONHAT,SEMI-COKING,300-600,INDICATED,82.8
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",TATAPANI-RAMKOLA,NON-COKING,0-300,INDICATED,1021.45
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",TATAPANI-RAMKOLA,NON-COKING,0-300,INFERRED,24.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",TATAPANI-RAMKOLA,NON-COKING,300-600,INDICATED,393.15
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",TATAPANI-RAMKOLA,NON-COKING,300-600,INFERRED,177.34
India,Jharkhand,"Financial Year (Apr - Mar), 2006",AURANGA,NON-COKING,0-300,INDICATED,1546.36
India,Jharkhand,"Financial Year (Apr - Mar), 2006",AURANGA,NON-COKING,0-300,INFERRED,43.07
India,Jharkhand,"Financial Year (Apr - Mar), 2006",AURANGA,NON-COKING,0-300,PROVED,46.91
India,Jharkhand,"Financial Year (Apr - Mar), 2006",AURANGA,NON-COKING,300-600,INDICATED,867.01
India,Jharkhand,"Financial Year (Apr - Mar), 2006",AURANGA,NON-COKING,300-600,INFERRED,423.07
India,Jharkhand,"Financial Year (Apr - Mar), 2006",AURANGA,NON-COKING,600-1200,INDICATED,33.42
India,Jharkhand,"Financial Year (Apr - Mar), 2006",AURANGA,NON-COKING,600-1200,INFERRED,37.27
India,Jharkhand,"Financial Year (Apr - Mar), 2006",DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
India,Jharkhand,"Financial Year (Apr - Mar), 2006",DALTONGANJ,NON-COKING,0-300,PROVED,83.86
India,Jharkhand,"Financial Year (Apr - Mar), 2006",DEOGARH,NON-COKING,0-300,INDICATED,73.6
India,Jharkhand,"Financial Year (Apr - Mar), 2006",DEOGARH,NON-COKING,0-300,PROVED,326.24
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,MEDIUM COKING,0-300,INDICATED,925.27
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,MEDIUM COKING,0-300,PROVED,2152.31
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1012.86
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,MEDIUM COKING,300-600,PROVED,384.67
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1306.54
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,NON-COKING,0-300,PROVED,95.17
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
India,Jharkhand,"Financial Year (Apr - Mar), 2006",EAST BOKARO,NON-COKING,300-600,PROVED,8.9
India,Jharkhand,"Financial Year (Apr - Mar), 2006",HUTAR,NON-COKING,0-300,INDICATED,14.22
India,Jharkhand,"Financial Year (Apr - Mar), 2006",HUTAR,NON-COKING,0-300,INFERRED,32.48
India,Jharkhand,"Financial Year (Apr - Mar), 2006",HUTAR,NON-COKING,0-300,PROVED,190.79
India,Jharkhand,"Financial Year (Apr - Mar), 2006",HUTAR,NON-COKING,300-600,INDICATED,12.33
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,NON-COKING,0-600,INDICATED,495.26
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,NON-COKING,0-600,PROVED,5606.74
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,NON-COKING,600-1200,INDICATED,1355
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,NON-COKING,600-1200,PROVED,496
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,PRIME COKING,0-600,INDICATED,4.01
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,PRIME COKING,0-600,PROVED,4039.41
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,PRIME COKING,600-1200,INDICATED,694.7
India,Jharkhand,"Financial Year (Apr - Mar), 2006",JHARIA,PRIME COKING,600-1200,PROVED,574.94
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1465.09
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,183.21
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1659.51
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,NON-COKING,0-300,INDICATED,1243.17
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,NON-COKING,0-300,PROVED,7076.25
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,NON-COKING,300-600,INDICATED,1727.15
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,NON-COKING,300-600,PROVED,386.4
India,Jharkhand,"Financial Year (Apr - Mar), 2006",NORTH KARANPURA,NON-COKING,600-1200,INDICATED,25.76
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAJMAHAL,NON-COKING,0-300,INDICATED,7761.23
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAJMAHAL,NON-COKING,0-300,INFERRED,522.96
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAJMAHAL,NON-COKING,0-300,PROVED,2077.97
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAJMAHAL,NON-COKING,300-600,INDICATED,2835.02
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAJMAHAL,NON-COKING,300-600,INFERRED,918.29
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAMGARH,MEDIUM COKING,0-300,INDICATED,87.4
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAMGARH,MEDIUM COKING,0-300,PROVED,188.69
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAMGARH,NON-COKING,0-300,INDICATED,26.2
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAMGARH,NON-COKING,0-300,INFERRED,4.6
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAMGARH,NON-COKING,0-300,PROVED,7.13
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAMGARH,SEMI-COKING,0-300,INDICATED,95.33
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAMGARH,SEMI-COKING,0-300,PROVED,171.94
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,MEDIUM COKING,0-300,INDICATED,8.87
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,MEDIUM COKING,0-300,PROVED,220
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,NON-COKING,0-300,INDICATED,89.32
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,NON-COKING,0-300,INFERRED,29.55
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,NON-COKING,0-300,PROVED,1111.53
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,NON-COKING,300-600,INDICATED,320.07
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,NON-COKING,300-600,INFERRED,2
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,NON-COKING,300-600,PROVED,106.03
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
India,Jharkhand,"Financial Year (Apr - Mar), 2006",RANIGANJ,SEMI-COKING,300-600,INDICATED,40
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,MEDIUM COKING,300-600,INDICATED,248.04
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,MEDIUM COKING,300-600,INFERRED,32.83
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,MEDIUM COKING,600-1200,INDICATED,230.27
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,MEDIUM COKING,600-1200,INFERRED,263.4
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,NON-COKING,0-300,INDICATED,686.77
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,NON-COKING,0-300,INFERRED,287.45
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,NON-COKING,0-300,PROVED,2382.92
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,NON-COKING,300-600,INDICATED,727.24
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,NON-COKING,300-600,INFERRED,672.69
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,NON-COKING,300-600,PROVED,159.26
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,NON-COKING,600-1200,INDICATED,93.41
India,Jharkhand,"Financial Year (Apr - Mar), 2006",SOUTH KARANPURA,NON-COKING,600-1200,INFERRED,252.51
India,Jharkhand,"Financial Year (Apr - Mar), 2006",WEST BOKARO,MEDIUM COKING,0-300,INDICATED,1284.36
India,Jharkhand,"Financial Year (Apr - Mar), 2006",WEST BOKARO,MEDIUM COKING,0-300,INFERRED,29.09
India,Jharkhand,"Financial Year (Apr - Mar), 2006",WEST BOKARO,MEDIUM COKING,0-300,PROVED,2790.57
India,Jharkhand,"Financial Year (Apr - Mar), 2006",WEST BOKARO,MEDIUM COKING,300-600,INDICATED,132.57
India,Jharkhand,"Financial Year (Apr - Mar), 2006",WEST BOKARO,MEDIUM COKING,300-600,INFERRED,5.33
India,Jharkhand,"Financial Year (Apr - Mar), 2006",WEST BOKARO,MEDIUM COKING,300-600,PROVED,295.64
India,Jharkhand,"Financial Year (Apr - Mar), 2006",WEST BOKARO,NON-COKING,0-300,INDICATED,8.56
India,Jharkhand,"Financial Year (Apr - Mar), 2006",WEST BOKARO,NON-COKING,0-300,PROVED,261.96
India,Jharkhand,"Financial Year (Apr - Mar), 2006",WEST BOKARO,NON-COKING,300-600,INDICATED,4.66
India,Jharkhand,"Financial Year (Apr - Mar), 2006",WEST BOKARO,NON-COKING,300-600,PROVED,5.81
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",GURGUNDA,NON-COKING,0-300,INDICATED,47.39
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",JOHILLA,NON-COKING,0-300,INDICATED,104.09
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",JOHILLA,NON-COKING,0-300,INFERRED,32.83
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",JOHILLA,NON-COKING,0-300,PROVED,185.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",MOHPANI,NON-COKING,0-300,PROVED,7.83
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PATHAKHERA,NON-COKING,0-300,INDICATED,51.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PATHAKHERA,NON-COKING,0-300,PROVED,261.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PATHAKHERA,NON-COKING,300-600,INDICATED,36.43
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PATHAKHERA,NON-COKING,300-600,INFERRED,68
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PATHAKHERA,NON-COKING,300-600,PROVED,29.72
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,MEDIUM COKING,0-300,INDICATED,263.11
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,MEDIUM COKING,0-300,INFERRED,16.41
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,MEDIUM COKING,0-300,PROVED,67.54
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,MEDIUM COKING,300-600,INDICATED,136.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,MEDIUM COKING,300-600,INFERRED,142.17
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,MEDIUM COKING,300-600,PROVED,40.29
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,NON-COKING,0-300,INDICATED,161.72
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,NON-COKING,0-300,INFERRED,35.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,NON-COKING,0-300,PROVED,1057.31
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,NON-COKING,300-600,INDICATED,171.54
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,NON-COKING,300-600,INFERRED,122.4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",PENCH-KANHAN,NON-COKING,300-600,PROVED,210.84
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SINGRAULI,NON-COKING,0-300,INDICATED,2181.58
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SINGRAULI,NON-COKING,0-300,INFERRED,1302.15
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SINGRAULI,NON-COKING,0-300,PROVED,3880.89
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SINGRAULI,NON-COKING,300-600,INDICATED,3328
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SINGRAULI,NON-COKING,300-600,INFERRED,1012.55
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SINGRAULI,NON-COKING,300-600,PROVED,79.31
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SINGRAULI,NON-COKING,600-1200,INDICATED,39.69
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SINGRAULI,NON-COKING,600-1200,INFERRED,4.48
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SOHAGPUR,MEDIUM COKING,0-300,INDICATED,211.38
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SOHAGPUR,MEDIUM COKING,0-300,INFERRED,2.01
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SOHAGPUR,MEDIUM COKING,0-300,PROVED,184.57
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SOHAGPUR,MEDIUM COKING,300-600,INDICATED,866.78
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",SOHAGPUR,MEDIUM COKING,300-600,INFERRED,90.54
