Country,State,Year,Name Of The Coal Field,Type Of Coal,Depth Of The Reserve,Type Of Reserve,"Coal Reserved Quantity (UOM:t(Tonne)), Scaling Factor:1000000"
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",MAND-RAIGARH,NON-COKING,300-600,PROVED,2.73
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",MAND-RAIGARH,NON-COKING,600-1200,INDICATED,100.18
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",PANCHBAHINI,NON-COKING,0-300,INDICATED,11
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SENDURGARH,NON-COKING,0-300,INDICATED,126.32
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SENDURGARH,NON-COKING,0-300,PROVED,152.89
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,NON-COKING,0-300,INDICATED,10.08
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,NON-COKING,0-300,PROVED,94.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SONHAT,NON-COKING,0-300,INDICATED,936.39
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SONHAT,NON-COKING,0-300,PROVED,101
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SONHAT,NON-COKING,300-600,INDICATED,859.37
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SONHAT,NON-COKING,300-600,INFERRED,1.89
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SONHAT,NON-COKING,300-600,PROVED,27.72
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SONHAT,NON-COKING,600-1200,INDICATED,568.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SONHAT,SEMI-COKING,0-300,INDICATED,16.45
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SONHAT,SEMI-COKING,0-300,PROVED,70.77
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",SONHAT,SEMI-COKING,300-600,INDICATED,82.8
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",TATAPANI-RAMKOLA,NON-COKING,0-300,INDICATED,1021.45
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",TATAPANI-RAMKOLA,NON-COKING,0-300,INFERRED,24.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",TATAPANI-RAMKOLA,NON-COKING,300-600,INDICATED,393.15
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",TATAPANI-RAMKOLA,NON-COKING,300-600,INFERRED,177.34
India,Jharkhand,"Financial Year (Apr - Mar), 2007",AURANGA,NON-COKING,0-300,INDICATED,1379.39
India,Jharkhand,"Financial Year (Apr - Mar), 2007",AURANGA,NON-COKING,0-300,INFERRED,43.07
India,Jharkhand,"Financial Year (Apr - Mar), 2007",AURANGA,NON-COKING,0-300,PROVED,213.88
India,Jharkhand,"Financial Year (Apr - Mar), 2007",AURANGA,NON-COKING,300-600,INDICATED,867.01
India,Jharkhand,"Financial Year (Apr - Mar), 2007",AURANGA,NON-COKING,300-600,INFERRED,423.07
India,Jharkhand,"Financial Year (Apr - Mar), 2007",AURANGA,NON-COKING,600-1200,INDICATED,33.42
India,Jharkhand,"Financial Year (Apr - Mar), 2007",AURANGA,NON-COKING,600-1200,INFERRED,37.27
India,Jharkhand,"Financial Year (Apr - Mar), 2007",DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
India,Jharkhand,"Financial Year (Apr - Mar), 2007",DALTONGANJ,NON-COKING,0-300,PROVED,83.86
India,Jharkhand,"Financial Year (Apr - Mar), 2007",DEOGARH,NON-COKING,0-300,INDICATED,73.6
India,Jharkhand,"Financial Year (Apr - Mar), 2007",DEOGARH,NON-COKING,0-300,PROVED,326.24
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,MEDIUM COKING,0-300,INDICATED,925.27
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,MEDIUM COKING,0-300,PROVED,2152.31
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1012.86
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,MEDIUM COKING,300-600,PROVED,384.67
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1306.54
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,NON-COKING,0-300,PROVED,95.17
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
India,Jharkhand,"Financial Year (Apr - Mar), 2007",EAST BOKARO,NON-COKING,300-600,PROVED,8.9
India,Jharkhand,"Financial Year (Apr - Mar), 2007",HUTAR,NON-COKING,0-300,INDICATED,14.22
India,Jharkhand,"Financial Year (Apr - Mar), 2007",HUTAR,NON-COKING,0-300,INFERRED,32.48
India,Jharkhand,"Financial Year (Apr - Mar), 2007",HUTAR,NON-COKING,0-300,PROVED,190.79
India,Jharkhand,"Financial Year (Apr - Mar), 2007",HUTAR,NON-COKING,300-600,INDICATED,12.33
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,NON-COKING,0-600,INDICATED,495.26
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,NON-COKING,0-600,PROVED,5606.74
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,NON-COKING,600-1200,INDICATED,1355
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,NON-COKING,600-1200,PROVED,496
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,PRIME COKING,0-600,INDICATED,4.01
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,PRIME COKING,0-600,PROVED,4039.41
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,PRIME COKING,600-1200,INDICATED,694.7
India,Jharkhand,"Financial Year (Apr - Mar), 2007",JHARIA,PRIME COKING,600-1200,PROVED,574.94
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,MEDIUM COKING,0-300,INDICATED,1287.3
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,MEDIUM COKING,0-300,PROVED,361
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,MEDIUM COKING,300-600,INDICATED,1635.92
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,MEDIUM COKING,300-600,INFERRED,413.43
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,MEDIUM COKING,300-600,PROVED,23.59
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,NON-COKING,0-300,INDICATED,1257.32
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,NON-COKING,0-300,INFERRED,722.03
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,NON-COKING,0-300,PROVED,7291.03
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,NON-COKING,300-600,INDICATED,1711.4
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,NON-COKING,300-600,INFERRED,729.5
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,NON-COKING,300-600,PROVED,402.15
India,Jharkhand,"Financial Year (Apr - Mar), 2007",NORTH KARANPURA,NON-COKING,600-1200,INDICATED,25.76
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAJMAHAL,NON-COKING,0-300,INDICATED,7760.86
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAJMAHAL,NON-COKING,0-300,INFERRED,522.96
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAJMAHAL,NON-COKING,0-300,PROVED,2077.97
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAJMAHAL,NON-COKING,300-600,INDICATED,2835.83
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAJMAHAL,NON-COKING,300-600,INFERRED,918.29
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAMGARH,MEDIUM COKING,0-300,INDICATED,87.4
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAMGARH,MEDIUM COKING,0-300,PROVED,267.2
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAMGARH,NON-COKING,0-300,INDICATED,26.2
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAMGARH,NON-COKING,0-300,INFERRED,4.6
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAMGARH,NON-COKING,0-300,PROVED,7.13
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAMGARH,SEMI-COKING,0-300,INDICATED,95.33
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAMGARH,SEMI-COKING,0-300,INFERRED,0.55
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAMGARH,SEMI-COKING,0-300,PROVED,171.94
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAMGARH,SEMI-COKING,300-600,INDICATED,336.22
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RAMGARH,SEMI-COKING,300-600,INFERRED,52.9
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,MEDIUM COKING,0-300,INDICATED,8.87
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,MEDIUM COKING,0-300,PROVED,220
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,MEDIUM COKING,300-600,INDICATED,8.3
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,MEDIUM COKING,300-600,PROVED,49.23
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,0-300,INDICATED,89.32
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,0-300,INFERRED,29.55
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,0-300,PROVED,1111.53
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,300-600,INDICATED,320.07
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,300-600,INFERRED,2
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,NON-COKING,300-600,PROVED,106.03
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,SEMI-COKING,0-300,PROVED,51.4
India,Jharkhand,"Financial Year (Apr - Mar), 2007",RANIGANJ,SEMI-COKING,300-600,INDICATED,40
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,MEDIUM COKING,300-600,INDICATED,248.04
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,MEDIUM COKING,300-600,INFERRED,32.83
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,MEDIUM COKING,600-1200,INDICATED,230.27
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,MEDIUM COKING,600-1200,INFERRED,263.4
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,NON-COKING,0-300,INDICATED,686.77
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,NON-COKING,0-300,INFERRED,287.45
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,NON-COKING,0-300,PROVED,2382.92
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,NON-COKING,300-600,INDICATED,727.24
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,NON-COKING,300-600,INFERRED,672.69
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,NON-COKING,300-600,PROVED,159.26
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,NON-COKING,600-1200,INDICATED,93.41
India,Jharkhand,"Financial Year (Apr - Mar), 2007",SOUTH KARANPURA,NON-COKING,600-1200,INFERRED,252.51
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WEST BOKARO,MEDIUM COKING,0-300,INDICATED,1335.87
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WEST BOKARO,MEDIUM COKING,0-300,INFERRED,29.09
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WEST BOKARO,MEDIUM COKING,0-300,PROVED,2918.08
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WEST BOKARO,MEDIUM COKING,300-600,INDICATED,132.57
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WEST BOKARO,MEDIUM COKING,300-600,INFERRED,5.33
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WEST BOKARO,MEDIUM COKING,300-600,PROVED,295.64
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WEST BOKARO,NON-COKING,0-300,INDICATED,9.37
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WEST BOKARO,NON-COKING,0-300,PROVED,268.57
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WEST BOKARO,NON-COKING,300-600,INDICATED,4.66
India,Jharkhand,"Financial Year (Apr - Mar), 2007",WEST BOKARO,NON-COKING,300-600,PROVED,5.81
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",GURGUNDA,NON-COKING,0-300,INDICATED,47.39
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",JOHILLA,NON-COKING,0-300,INDICATED,104.09
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",JOHILLA,NON-COKING,0-300,INFERRED,32.83
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",JOHILLA,NON-COKING,0-300,PROVED,185.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",MOHPANI,NON-COKING,0-300,PROVED,7.83
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PATHAKHERA,NON-COKING,0-300,INDICATED,51.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PATHAKHERA,NON-COKING,0-300,PROVED,261.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PATHAKHERA,NON-COKING,300-600,INDICATED,36.43
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PATHAKHERA,NON-COKING,300-600,INFERRED,68
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PATHAKHERA,NON-COKING,300-600,PROVED,29.72
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,MEDIUM COKING,0-300,INDICATED,263.11
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,MEDIUM COKING,0-300,INFERRED,16.41
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,MEDIUM COKING,0-300,PROVED,67.54
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,MEDIUM COKING,300-600,INDICATED,136.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,MEDIUM COKING,300-600,INFERRED,142.17
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,MEDIUM COKING,300-600,PROVED,40.29
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,NON-COKING,0-300,INDICATED,161.72
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,NON-COKING,0-300,INFERRED,35.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,NON-COKING,0-300,PROVED,1057.31
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,NON-COKING,300-600,INDICATED,171.54
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,NON-COKING,300-600,INFERRED,122.4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",PENCH-KANHAN,NON-COKING,300-600,PROVED,210.84
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SINGRAULI,NON-COKING,0-300,INDICATED,2660.26
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SINGRAULI,NON-COKING,0-300,INFERRED,1169.4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SINGRAULI,NON-COKING,0-300,PROVED,4121.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SINGRAULI,NON-COKING,300-600,INDICATED,3313.46
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SINGRAULI,NON-COKING,300-600,INFERRED,992.68
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SINGRAULI,NON-COKING,300-600,PROVED,114.84
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SINGRAULI,NON-COKING,600-1200,INDICATED,39.69
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SINGRAULI,NON-COKING,600-1200,INFERRED,4.48
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,MEDIUM COKING,0-300,INDICATED,211.38
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,MEDIUM COKING,0-300,INFERRED,2.01
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,MEDIUM COKING,0-300,PROVED,184.57
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,MEDIUM COKING,300-600,INDICATED,866.78
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,MEDIUM COKING,300-600,INFERRED,90.54
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,MEDIUM COKING,300-600,PROVED,62.09
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,MEDIUM COKING,600-1200,INDICATED,81.94
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,MEDIUM COKING,600-1200,INFERRED,21.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,NON-COKING,0-300,INDICATED,1263.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,NON-COKING,0-300,INFERRED,65.08
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,NON-COKING,0-300,PROVED,1319.98
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,NON-COKING,300-600,INDICATED,308.64
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,NON-COKING,300-600,INFERRED,18.37
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",SOHAGPUR,NON-COKING,300-600,PROVED,1.27
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",UMARIA,NON-COKING,0-300,INDICATED,3.59
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",UMARIA,NON-COKING,0-300,PROVED,177.7
India,Maharashtra,"Financial Year (Apr - Mar), 2007",BOKHARA,NON-COKING,0-300,INFERRED,20
India,Maharashtra,"Financial Year (Apr - Mar), 2007",BOKHARA,NON-COKING,0-300,PROVED,10
India,Maharashtra,"Financial Year (Apr - Mar), 2007",KAMPTEE,NON-COKING,0-300,INDICATED,570.84
India,Maharashtra,"Financial Year (Apr - Mar), 2007",KAMPTEE,NON-COKING,0-300,INFERRED,41.76
India,Maharashtra,"Financial Year (Apr - Mar), 2007",KAMPTEE,NON-COKING,0-300,PROVED,1203.05
India,Maharashtra,"Financial Year (Apr - Mar), 2007",KAMPTEE,NON-COKING,300-600,INDICATED,494.7
India,Maharashtra,"Financial Year (Apr - Mar), 2007",KAMPTEE,NON-COKING,300-600,INFERRED,324.96
India,Maharashtra,"Financial Year (Apr - Mar), 2007",KAMPTEE,NON-COKING,300-600,PROVED,73.09
India,Maharashtra,"Financial Year (Apr - Mar), 2007",KAMPTEE,NON-COKING,600-1200,INDICATED,13.69
India,Maharashtra,"Financial Year (Apr - Mar), 2007",KAMPTEE,NON-COKING,600-1200,INFERRED,138.72
India,Maharashtra,"Financial Year (Apr - Mar), 2007",NAND-BANDER,NON-COKING,0-300,INDICATED,298.2
India,Maharashtra,"Financial Year (Apr - Mar), 2007",NAND-BANDER,NON-COKING,0-300,PROVED,316.73
India,Maharashtra,"Financial Year (Apr - Mar), 2007",NAND-BANDER,NON-COKING,300-600,INDICATED,168.99
India,Maharashtra,"Financial Year (Apr - Mar), 2007",NAND-BANDER,NON-COKING,600-1200,INDICATED,16.76
India,Maharashtra,"Financial Year (Apr - Mar), 2007",UMRER-MAKARDHOKRA,NON-COKING,0-300,PROVED,308.41
India,Maharashtra,"Financial Year (Apr - Mar), 2007",WARDHA VALLEY,NON-COKING,0-300,INDICATED,737.7
India,Maharashtra,"Financial Year (Apr - Mar), 2007",WARDHA VALLEY,NON-COKING,0-300,INFERRED,340.83
India,Maharashtra,"Financial Year (Apr - Mar), 2007",WARDHA VALLEY,NON-COKING,0-300,PROVED,2941.61
India,Maharashtra,"Financial Year (Apr - Mar), 2007",WARDHA VALLEY,NON-COKING,300-600,INDICATED,507.41
India,Maharashtra,"Financial Year (Apr - Mar), 2007",WARDHA VALLEY,NON-COKING,300-600,INFERRED,1125.9
India,Maharashtra,"Financial Year (Apr - Mar), 2007",WARDHA VALLEY,NON-COKING,300-600,PROVED,2.81
India,Maharashtra,"Financial Year (Apr - Mar), 2007",WARDHA VALLEY,NON-COKING,600-1200,INDICATED,13.37
India,Meghalaya,"Financial Year (Apr - Mar), 2007",BALPHAKRAM-PENDENGURU,HIGH SULPHUR,0-300,INFERRED,107.03
India,Meghalaya,"Financial Year (Apr - Mar), 2007",BAPUNG,HIGH SULPHUR,0-300,INFERRED,22.65
India,Meghalaya,"Financial Year (Apr - Mar), 2007",BAPUNG,HIGH SULPHUR,0-300,PROVED,11.01
India,Meghalaya,"Financial Year (Apr - Mar), 2007",JAYANTI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,3.65
India,Meghalaya,"Financial Year (Apr - Mar), 2007",KHASI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,7.09
India,Meghalaya,"Financial Year (Apr - Mar), 2007",LANGRIN,HIGH SULPHUR,0-300,INDICATED,7.2
India,Meghalaya,"Financial Year (Apr - Mar), 2007",LANGRIN,HIGH SULPHUR,0-300,INFERRED,31.46
India,Meghalaya,"Financial Year (Apr - Mar), 2007",LANGRIN,HIGH SULPHUR,0-300,PROVED,11.34
India,Meghalaya,"Financial Year (Apr - Mar), 2007",MAWLONG-SHELLA,HIGH SULPHUR,0-300,INFERRED,3.83
India,Meghalaya,"Financial Year (Apr - Mar), 2007",MAWLONG-SHELLA,HIGH SULPHUR,0-300,PROVED,2.17
India,Meghalaya,"Financial Year (Apr - Mar), 2007",SIJU,HIGH SULPHUR,0-300,INFERRED,125
India,Meghalaya,"Financial Year (Apr - Mar), 2007",WEST DARANGIRI,HIGH SULPHUR,0-300,INDICATED,33.69
India,Meghalaya,"Financial Year (Apr - Mar), 2007",WEST DARANGIRI,HIGH SULPHUR,0-300,PROVED,93.31
India,Nagaland,"Financial Year (Apr - Mar), 2007",BORJAN,HIGH SULPHUR,0-300,INDICATED,1.35
India,Nagaland,"Financial Year (Apr - Mar), 2007",BORJAN,HIGH SULPHUR,0-300,INFERRED,5.22
India,Nagaland,"Financial Year (Apr - Mar), 2007",BORJAN,HIGH SULPHUR,0-300,PROVED,3.43
India,Nagaland,"Financial Year (Apr - Mar), 2007",JHANZI-DISAI,HIGH SULPHUR,0-300,INFERRED,2.08
India,Nagaland,"Financial Year (Apr - Mar), 2007",TIRU VALLEY,HIGH SULPHUR,0-300,INFERRED,6.6
India,Nagaland,"Financial Year (Apr - Mar), 2007",TUEN SANG,HIGH SULPHUR,0-300,INFERRED,1.26
India,Odisha,"Financial Year (Apr - Mar), 2007",IB-RIVER,NON-COKING,0-300,INDICATED,7013
India,Odisha,"Financial Year (Apr - Mar), 2007",IB-RIVER,NON-COKING,0-300,INFERRED,2131.66
India,Odisha,"Financial Year (Apr - Mar), 2007",IB-RIVER,NON-COKING,0-300,PROVED,5153.45
India,Odisha,"Financial Year (Apr - Mar), 2007",IB-RIVER,NON-COKING,300-600,INDICATED,3014.33
India,Odisha,"Financial Year (Apr - Mar), 2007",IB-RIVER,NON-COKING,300-600,INFERRED,5051.67
India,Odisha,"Financial Year (Apr - Mar), 2007",TALCHER,NON-COKING,0-300,INDICATED,13304.77
India,Odisha,"Financial Year (Apr - Mar), 2007",TALCHER,NON-COKING,0-300,INFERRED,4746.6
India,Odisha,"Financial Year (Apr - Mar), 2007",TALCHER,NON-COKING,0-300,PROVED,12311.1
India,Odisha,"Financial Year (Apr - Mar), 2007",TALCHER,NON-COKING,300-600,INDICATED,7131.67
India,Odisha,"Financial Year (Apr - Mar), 2007",TALCHER,NON-COKING,300-600,INFERRED,1917.4
India,Odisha,"Financial Year (Apr - Mar), 2007",TALCHER,NON-COKING,600-1200,INDICATED,991.6
India,Odisha,"Financial Year (Apr - Mar), 2007",TALCHER,NON-COKING,600-1200,INFERRED,466.33
India,Sikkim,"Financial Year (Apr - Mar), 2007",RANGIT VALLEY,NON-COKING,0-300,INDICATED,55.49
India,Sikkim,"Financial Year (Apr - Mar), 2007",RANGIT VALLEY,NON-COKING,0-300,INFERRED,17.96
India,Telangana,"Financial Year (Apr - Mar), 2007",GODAVARI,NON-COKING,0-300,INDICATED,894.033958868219
India,Telangana,"Financial Year (Apr - Mar), 2007",GODAVARI,NON-COKING,0-300,INFERRED,42.3160651089786
India,Telangana,"Financial Year (Apr - Mar), 2007",GODAVARI,NON-COKING,0-300,PROVED,2378.59326213402
India,Telangana,"Financial Year (Apr - Mar), 2007",GODAVARI,NON-COKING,300-600,INDICATED,1264.62336545147
India,Telangana,"Financial Year (Apr - Mar), 2007",GODAVARI,NON-COKING,300-600,INFERRED,240.326280385672
India,Telangana,"Financial Year (Apr - Mar), 2007",GODAVARI,NON-COKING,300-600,PROVED,1259.60751499552
India,Telangana,"Financial Year (Apr - Mar), 2007",GODAVARI,NON-COKING,600-1200,INDICATED,434.346990844267
India,Telangana,"Financial Year (Apr - Mar), 2007",GODAVARI,NON-COKING,600-1200,INFERRED,817.264960553153
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",SINGRAULI,NON-COKING,0-300,INDICATED,295.82
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",SINGRAULI,NON-COKING,0-300,PROVED,765.98
India,West Bengal,"Financial Year (Apr - Mar), 2007",BARJORA,NON-COKING,0-300,PROVED,114.27
India,West Bengal,"Financial Year (Apr - Mar), 2007",BIRBHUM,NON-COKING,0-300,INDICATED,332.91
