Country,State,Year,Types Of Coal,Coal Consuming Sectors,"Coal Consumed (UOM:t(Tonne)), Scaling Factor:1000000"
India,Punjab,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),16.71
India,Rajasthan,"Financial Year (Apr - Mar), 2019",LIGNITE,POWER (CAPTIVE),6.22
India,Rajasthan,"Financial Year (Apr - Mar), 2019",LIGNITE,POWER (UTILITY),1.208
India,Rajasthan,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.165
India,Rajasthan,"Financial Year (Apr - Mar), 2019",RAW COAL,FERTILISERS,0.25
India,Rajasthan,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,0.277
India,Rajasthan,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),0.474
India,Rajasthan,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),13.383
India,Rajasthan,"Financial Year (Apr - Mar), 2019",RAW COAL,SPONGE IRON,0.004
India,Rajasthan,"Financial Year (Apr - Mar), 2019",WASHED COAL,POWER (CAPTIVE),12.113
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,BRICKS,0.011
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,CEMENT,1.212
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,CHEMICAL,0.004
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,OTHER,0.099
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),0.004
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,POWER (CAPTIVE),1.366
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,POWER (UTILITY),21.582
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,PULP & PAPER,0.139
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,STEEL (BOILERS),0.094
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.096
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,0.026
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),0.357
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),24.167
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",RAW COAL,PULP & PAPER,0.012
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,1.707
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,CHEMICAL,0.124
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,2.237
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.113
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),1.677
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),31.867
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,PULP & PAPER,0.783
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,SPONGE IRON,0.192
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,TEXTILES & RAYONS,0.022
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",MIDDLINGS,POWER (UTILITY),0.241
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.141
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,FERTILISERS,0.087
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,2.228
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.215
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),4.967
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),71.776
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,SPONGE IRON,0.239
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",WASHED COAL,POWER (UTILITY),4.44
India,Uttarakhand,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,3.042
India,West Bengal,"Financial Year (Apr - Mar), 2019",MIDDLINGS,OTHER,0.141
India,West Bengal,"Financial Year (Apr - Mar), 2019",MIDDLINGS,POWER (CAPTIVE),0.197
India,West Bengal,"Financial Year (Apr - Mar), 2019",MIDDLINGS,POWER (UTILITY),0.014
India,West Bengal,"Financial Year (Apr - Mar), 2019",MIDDLINGS,STEEL (BOILERS),0.17
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,BRICKS,0.012
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.003
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,CHEMICAL,0.002
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,COLLIERY OWN - CONSUMPTION,0.184
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.299
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,2.023
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),0.446
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),49.133
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,PULP & PAPER,0.033
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,SPONGE IRON,0.773
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,TEXTILES & RAYONS,0.002
India,West Bengal,"Financial Year (Apr - Mar), 2019",WASHED COAL,METALLURGICAL USE- COKERIES,0.614
India,West Bengal,"Financial Year (Apr - Mar), 2019",WASHED COAL,OTHER,0.084
India,West Bengal,"Financial Year (Apr - Mar), 2019",WASHED COAL,POWER (UTILITY),0.896
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.252
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,CHEMICAL,0.072
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.772
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.075
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),2.033
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),31.604
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.088
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.069
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.508
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.016
India,Assam,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.027
India,Assam,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.126
India,Assam,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.011
India,Assam,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),0.823
India,Assam,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.029
India,Bihar,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- COKERIES,0.005
India,Bihar,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.669
India,Bihar,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),17.889
India,Bihar,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.28
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,1.567
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",RAW COAL,COLLIERY OWN - CONSUMPTION,0.005
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,6.755
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),5.859
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),62.478
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.017
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,3.533
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- COKERIES,0.133
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.166
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.093
India,Delhi,"Financial Year (Apr - Mar), 2018",MIDDLINGS,POWER (UTILITY),0.039
India,Delhi,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.003
India,Delhi,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),0.211
India,Delhi,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.831
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,BRICKS,0.371
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,CEMENT,0.602
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,CHEMICAL,0.222
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,FERTILISERS,0.001
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,OTHER,1.523
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,POWER (CAPTIVE),7.811
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,PULP & PAPER,0.704
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,SPONGE IRON,0.093
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,TEXTILES & RAYONS,2.452
India,Gujarat,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.004
India,Gujarat,"Financial Year (Apr - Mar), 2018",RAW COAL,FERTILISERS,0.548
India,Gujarat,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.052
India,Gujarat,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.063
India,Gujarat,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.415
India,Gujarat,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),16.089
India,Gujarat,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.049
India,Gujarat,"Financial Year (Apr - Mar), 2018",RAW COAL,TEXTILES & RAYONS,0.028
India,Haryana,"Financial Year (Apr - Mar), 2018",RAW COAL,FERTILISERS,0.342
India,Haryana,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.012
India,Haryana,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),14.509
India,Haryana,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.412
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.026
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.0264872843650062
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.0382594107494534
India,Jharkhand,"Financial Year (Apr - Mar), 2018",MIDDLINGS,OTHER,0.001
India,Jharkhand,"Financial Year (Apr - Mar), 2018",MIDDLINGS,POWER (CAPTIVE),1.391
India,Jharkhand,"Financial Year (Apr - Mar), 2018",MIDDLINGS,POWER (UTILITY),1.124
India,Jharkhand,"Financial Year (Apr - Mar), 2018",MIDDLINGS,STEEL (BOILERS),0.389
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,BRICKS,0.104
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.012
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,COLLIERY OWN - CONSUMPTION,0.029
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.745
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,11.143
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),3.606
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),15.827
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.338
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,STEEL (BOILERS),0.296
India,Jharkhand,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- COKERIES,1.597
India,Jharkhand,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.268
India,Jharkhand,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (CAPTIVE),0.102
India,Jharkhand,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.746
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.9
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,CHEMICAL,0.009
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.135
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),1.103
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),11.855
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.023
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.014
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,TEXTILES & RAYONS,0.1
India,Kerala,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.043
India,Kerala,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.027
India,Ladakh,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.000512715634993805
India,Ladakh,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.000740589250546607
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,1.02
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,CHEMICAL,0.066
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,COLLIERY OWN - CONSUMPTION,0.007
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- COKERIES,0.011
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.087
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,3.832
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),20.802
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),49.49
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.153
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.058
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,TEXTILES & RAYONS,0.011
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,1.841
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,COLLIERY OWN - CONSUMPTION,0.004
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,4.357
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.727
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),56.36
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.416
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.601
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,TEXTILES & RAYONS,0.068
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.083
India,Meghalaya,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.055
India,Meghalaya,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,1.588
India,Meghalaya,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.018
India,Odisha,"Financial Year (Apr - Mar), 2018",MIDDLINGS,POWER (CAPTIVE),0.073
India,Odisha,"Financial Year (Apr - Mar), 2018",MIDDLINGS,STEEL (BOILERS),0.086
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.186
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,COLLIERY OWN - CONSUMPTION,0.004
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,FERTILISERS,0.052
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.121
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,13.84
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.371
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),22.209
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),32.014
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.019
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,2.959
India,Odisha,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- COKERIES,0.642
India,Odisha,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.1
India,Odisha,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.004
India,Punjab,"Financial Year (Apr - Mar), 2018",RAW COAL,FERTILISERS,0.522
India,Punjab,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.04
India,Punjab,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.2
India,Punjab,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),11.753
India,Punjab,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.048
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,BRICKS,0
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,CEMENT,0.262
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,CHEMICAL,0.001
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,FERTILISERS,0
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,OTHER,0.751
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,POWER (CAPTIVE),6.537
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,POWER (UTILITY),1.584
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,TEXTILES & RAYONS,0.005
India,Rajasthan,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.184
India,Rajasthan,"Financial Year (Apr - Mar), 2018",RAW COAL,FERTILISERS,0.271
India,Rajasthan,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.016
India,Rajasthan,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.561
India,Rajasthan,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),9.79
India,Rajasthan,"Financial Year (Apr - Mar), 2018",RAW COAL,TEXTILES & RAYONS,0.008
India,Rajasthan,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (CAPTIVE),7.052
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,BRICKS,0.009
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,CEMENT,0.227
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,CHEMICAL,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,FERTILISERS,0
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,OTHER,0.081
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,POWER (CAPTIVE),1.046
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,POWER (UTILITY),21.861
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,PULP & PAPER,0.054
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,STEEL (BOILERS),0.12
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.072
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.023
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.474
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),22.701
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.023
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.13
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,1.443
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,CHEMICAL,0.123
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,2.55
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.092
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),1.513
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),33.442
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.657
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.198
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,TEXTILES & RAYONS,0.02
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",MIDDLINGS,POWER (UTILITY),0.351
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.001
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,FERTILISERS,0.148
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,6.096
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.268
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),4.493
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),73.654
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.107
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),4.049
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,0.112
India,Uttarakhand,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.198
India,West Bengal,"Financial Year (Apr - Mar), 2018",MIDDLINGS,POWER (CAPTIVE),0.266
India,West Bengal,"Financial Year (Apr - Mar), 2018",MIDDLINGS,POWER (UTILITY),0.108
India,West Bengal,"Financial Year (Apr - Mar), 2018",MIDDLINGS,STEEL (BOILERS),0.235
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,BRICKS,0.01
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.003
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,CHEMICAL,0.003
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,COLLIERY OWN - CONSUMPTION,0.191
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.002
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER,2.574
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),0.189
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),44.478
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.038
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,SPONGE IRON,0.485
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,TEXTILES & RAYONS,0.003
India,West Bengal,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- COKERIES,0.647
India,West Bengal,"Financial Year (Apr - Mar), 2018",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.102
India,West Bengal,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.889
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,BRICKS,0.002
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.204
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.045
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.829
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.094
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),1.696
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),32.195
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.078
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.265
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.372
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",WASHED COAL,POWER (UTILITY),0.102
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.001
India,Assam,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.019
India,Assam,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.15
India,Assam,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),0.007
