Country,State,Year,Types Of Coal,Coal Consuming Sectors,"Coal Consumed (UOM:t(Tonne)), Scaling Factor:1000000"
India,Jharkhand,"Financial Year (Apr - Mar), 2009",WASHED COAL,POWER (UTILITY),0.542
India,Karnataka,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,1.587
India,Karnataka,"Financial Year (Apr - Mar), 2009",RAW COAL,CHEMICAL,0.163
India,Karnataka,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,0.116
India,Karnataka,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),0.855
India,Karnataka,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (UTILITY),8.722
India,Karnataka,"Financial Year (Apr - Mar), 2009",RAW COAL,PULP & PAPER,0.2
India,Karnataka,"Financial Year (Apr - Mar), 2009",RAW COAL,SPONGE IRON,0.306
India,Karnataka,"Financial Year (Apr - Mar), 2009",RAW COAL,STEEL (BOILERS),0.01
India,Karnataka,"Financial Year (Apr - Mar), 2009",RAW COAL,TEXTILES & RAYONS,0.054
India,Kerala,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,0.052
India,Kerala,"Financial Year (Apr - Mar), 2009",RAW COAL,PULP & PAPER,0.078
India,Ladakh,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,0
India,Ladakh,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",MIDDLINGS,POWER (UTILITY),0.255
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,1.945
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,CHEMICAL,0.037
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,COLLIERY OWN - CONSUMPTION,0.006
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,2.618
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),2.411
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (UTILITY),31.494
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,PULP & PAPER,0.206
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,SPONGE IRON,0.076
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,TEXTILES & RAYONS,0.769
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",WASHED COAL,CEMENT,0.231
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",WASHED COAL,POWER (UTILITY),0.026
India,Maharashtra,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,1.537
India,Maharashtra,"Financial Year (Apr - Mar), 2009",RAW COAL,CHEMICAL,0.137
India,Maharashtra,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,4.638
India,Maharashtra,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),0.539
India,Maharashtra,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (UTILITY),37.635
India,Maharashtra,"Financial Year (Apr - Mar), 2009",RAW COAL,PULP & PAPER,0.378
India,Maharashtra,"Financial Year (Apr - Mar), 2009",RAW COAL,SPONGE IRON,0.58
India,Maharashtra,"Financial Year (Apr - Mar), 2009",RAW COAL,TEXTILES & RAYONS,0.102
India,Meghalaya,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,0.022
India,Meghalaya,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,5.489
India,Odisha,"Financial Year (Apr - Mar), 2009",MIDDLINGS,POWER (CAPTIVE),0.018
India,Odisha,"Financial Year (Apr - Mar), 2009",MIDDLINGS,STEEL (BOILERS),0.126
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,0.26
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,COLLIERY OWN - CONSUMPTION,0.005
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,FERTILISERS,0.011
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.068
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,15.887
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.504
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),9.987
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (UTILITY),22.32
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,PULP & PAPER,0.229
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,SPONGE IRON,3.654
India,Odisha,"Financial Year (Apr - Mar), 2009",RAW COAL,STEEL (BOILERS),0.108
India,Odisha,"Financial Year (Apr - Mar), 2009",WASHED COAL,METALLURGICAL USE- COKERIES,0.541
India,Odisha,"Financial Year (Apr - Mar), 2009",WASHED COAL,POWER (CAPTIVE),0.014
India,Punjab,"Financial Year (Apr - Mar), 2009",RAW COAL,FERTILISERS,0.964
India,Punjab,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,0.315
India,Punjab,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),0.262
India,Punjab,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (UTILITY),11.117
India,Punjab,"Financial Year (Apr - Mar), 2009",WASHED COAL,POWER (UTILITY),0.982
India,Rajasthan,"Financial Year (Apr - Mar), 2009",LIGNITE,CEMENT,0.143
India,Rajasthan,"Financial Year (Apr - Mar), 2009",LIGNITE,CHEMICAL,0.083
India,Rajasthan,"Financial Year (Apr - Mar), 2009",LIGNITE,FERTILISERS,0.007
India,Rajasthan,"Financial Year (Apr - Mar), 2009",LIGNITE,OTHER,0.055
India,Rajasthan,"Financial Year (Apr - Mar), 2009",LIGNITE,POWER (UTILITY),0.465
India,Rajasthan,"Financial Year (Apr - Mar), 2009",LIGNITE,PULP & PAPER,0.001
India,Rajasthan,"Financial Year (Apr - Mar), 2009",LIGNITE,TEXTILES & RAYONS,0.245
India,Rajasthan,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,0.658
India,Rajasthan,"Financial Year (Apr - Mar), 2009",RAW COAL,FERTILISERS,0.332
India,Rajasthan,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,0.287
India,Rajasthan,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),1.088
India,Rajasthan,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (UTILITY),12.99
India,Rajasthan,"Financial Year (Apr - Mar), 2009",RAW COAL,TEXTILES & RAYONS,0.034
India,Rajasthan,"Financial Year (Apr - Mar), 2009",WASHED COAL,POWER (UTILITY),0.819
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",LIGNITE,CEMENT,0.077
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",LIGNITE,OTHER,0.274
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",LIGNITE,POWER (UTILITY),20.397
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,0.185
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,0.032
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),0.455
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (UTILITY),13.525
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",RAW COAL,PULP & PAPER,0.079
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",RAW COAL,SPONGE IRON,0.17
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",RAW COAL,TEXTILES & RAYONS,0.022
India,Telangana,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,1.64945836887447
India,Telangana,"Financial Year (Apr - Mar), 2009",RAW COAL,CHEMICAL,0.071887313969146
India,Telangana,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,1.08462947340261
India,Telangana,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),1.26237283211753
India,Telangana,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (UTILITY),15.2310259009024
India,Telangana,"Financial Year (Apr - Mar), 2009",RAW COAL,PULP & PAPER,0.244495864543414
India,Telangana,"Financial Year (Apr - Mar), 2009",RAW COAL,SPONGE IRON,0.346797042114891
India,Telangana,"Financial Year (Apr - Mar), 2009",RAW COAL,STEEL (BOILERS),0.0146144539387824
India,Telangana,"Financial Year (Apr - Mar), 2009",RAW COAL,TEXTILES & RAYONS,0.0114545720060727
India,Telangana,"Financial Year (Apr - Mar), 2009",WASHED COAL,METALLURGICAL USE- COKERIES,0.250025657925656
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",MIDDLINGS,POWER (CAPTIVE),0.8
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",MIDDLINGS,POWER (UTILITY),0.044
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,CHEMICAL,0.001
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,FERTILISERS,0.255
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,METALLURGICAL USE- COKERIES,0.07
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,2.414
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.256
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),3.665
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (UTILITY),47.771
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,PULP & PAPER,0.029
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,SPONGE IRON,0.076
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",RAW COAL,TEXTILES & RAYONS,1.472
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",WASHED COAL,POWER (UTILITY),4.64
India,Uttarakhand,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,0.154
India,Uttarakhand,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),0.309
India,West Bengal,"Financial Year (Apr - Mar), 2009",MIDDLINGS,COLLIERY OWN - CONSUMPTION,0.004
India,West Bengal,"Financial Year (Apr - Mar), 2009",MIDDLINGS,POWER (CAPTIVE),0.163
India,West Bengal,"Financial Year (Apr - Mar), 2009",MIDDLINGS,POWER (UTILITY),0.678
India,West Bengal,"Financial Year (Apr - Mar), 2009",MIDDLINGS,STEEL (BOILERS),0.389
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,CEMENT,0.006
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,CHEMICAL,0.037
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,COLLIERY OWN - CONSUMPTION,0.152
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,METALLURGICAL USE- COKERIES,0.009
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.049
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,OTHER,1.637
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (CAPTIVE),0.449
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,POWER (UTILITY),34.892
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,PULP & PAPER,0.06
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,SPONGE IRON,1.331
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,STEEL (BOILERS),0.433
India,West Bengal,"Financial Year (Apr - Mar), 2009",RAW COAL,TEXTILES & RAYONS,0.028
India,West Bengal,"Financial Year (Apr - Mar), 2009",WASHED COAL,METALLURGICAL USE- COKERIES,1.753
India,West Bengal,"Financial Year (Apr - Mar), 2009",WASHED COAL,POWER (CAPTIVE),0.089
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,2.10363631499604
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,CHEMICAL,0.0992224203794509
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.00968023613458058
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,1.27476609597258
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.104667553205152
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),1.79205371441423
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),22.0237472356876
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.443475817915473
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,0.468281423010335
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.025410619853274
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",WASHED COAL,METALLURGICAL USE- COKERIES,0.0114952804098144
India,Assam,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0.031
India,Assam,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.119
India,Assam,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.091
India,Bihar,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0.053
India,Bihar,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,1.286
India,Bihar,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),4.809
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (CAPTIVE),2.071
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (UTILITY),0.395
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,2.101
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",RAW COAL,COLLIERY OWN - CONSUMPTION,0.007
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.088
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,3.757
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.124
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),6.695
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),20.442
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.044
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,6.116
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",RAW COAL,STEEL (BOILERS),0.538
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",WASHED COAL,METALLURGICAL USE- COKERIES,1.019
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",WASHED COAL,SPONGE IRON,1.924
India,Delhi,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (UTILITY),0.26
India,Delhi,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.038
India,Delhi,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),4.757
India,Delhi,"Financial Year (Apr - Mar), 2008",WASHED COAL,POWER (UTILITY),2.255
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,CEMENT,0.732
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,CHEMICAL,0.877
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,METALLURGICAL USE- DIRECT FEED,0.151
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,OTHER,4.454
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,OTHER BASIC-METAL (ALUMINIUM ETC),0.012
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,POWER (CAPTIVE),0.584
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,POWER (UTILITY),4.077
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,PULP & PAPER,0.183
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,SPONGE IRON,0.004
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,TEXTILES & RAYONS,0.718
India,Gujarat,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0.024
India,Gujarat,"Financial Year (Apr - Mar), 2008",RAW COAL,CHEMICAL,0.183
India,Gujarat,"Financial Year (Apr - Mar), 2008",RAW COAL,FERTILISERS,0.339
India,Gujarat,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.112
India,Gujarat,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),0.261
India,Gujarat,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),18.182
India,Gujarat,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.075
India,Gujarat,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.022
India,Haryana,"Financial Year (Apr - Mar), 2008",RAW COAL,CHEMICAL,0.001
India,Haryana,"Financial Year (Apr - Mar), 2008",RAW COAL,FERTILISERS,0.559
India,Haryana,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),0.082
India,Haryana,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),7.222
India,Haryana,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.07
India,Haryana,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.092
India,Haryana,"Financial Year (Apr - Mar), 2008",WASHED COAL,POWER (UTILITY),1.414
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0.798
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.009
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0.053
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.076
India,Jharkhand,"Financial Year (Apr - Mar), 2008",MIDDLINGS,OTHER,0.151
India,Jharkhand,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (CAPTIVE),3.774
India,Jharkhand,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (UTILITY),0.16
India,Jharkhand,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0.106
India,Jharkhand,"Financial Year (Apr - Mar), 2008",RAW COAL,CHEMICAL,0.002
India,Jharkhand,"Financial Year (Apr - Mar), 2008",RAW COAL,COLLIERY OWN - CONSUMPTION,0.221
India,Jharkhand,"Financial Year (Apr - Mar), 2008",RAW COAL,METALLURGICAL USE- COKERIES,0.215
India,Jharkhand,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,3.975
India,Jharkhand,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.027
India,Jharkhand,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),1.059
India,Jharkhand,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),6.216
India,Jharkhand,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,1.326
India,Jharkhand,"Financial Year (Apr - Mar), 2008",WASHED COAL,METALLURGICAL USE- COKERIES,3.821
India,Jharkhand,"Financial Year (Apr - Mar), 2008",WASHED COAL,POWER (UTILITY),0.824
India,Karnataka,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,1.847
India,Karnataka,"Financial Year (Apr - Mar), 2008",RAW COAL,CHEMICAL,0.006
India,Karnataka,"Financial Year (Apr - Mar), 2008",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.001
India,Karnataka,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.092
India,Karnataka,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),0.745
India,Karnataka,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),6.532
India,Karnataka,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.299
India,Karnataka,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,0.054
India,Karnataka,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.097
India,Kerala,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0.048
India,Ladakh,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0
India,Ladakh,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (UTILITY),0.233
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,3.081
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,CHEMICAL,0.03
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,COLLIERY OWN - CONSUMPTION,0.016
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,3.83
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),1.296
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),29.026
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.258
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,0.099
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.021
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",WASHED COAL,CEMENT,0.316
India,Maharashtra,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,1.726
India,Maharashtra,"Financial Year (Apr - Mar), 2008",RAW COAL,CHEMICAL,0.049
India,Maharashtra,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,2.656
India,Maharashtra,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),0.421
India,Maharashtra,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),37.8
India,Maharashtra,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.481
India,Maharashtra,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,0.598
India,Maharashtra,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.097
India,Meghalaya,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,6.541
India,Odisha,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (CAPTIVE),0.112
India,Odisha,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (UTILITY),0.018
India,Odisha,"Financial Year (Apr - Mar), 2008",MIDDLINGS,STEEL (BOILERS),0.007
India,Odisha,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0.26
India,Odisha,"Financial Year (Apr - Mar), 2008",RAW COAL,COLLIERY OWN - CONSUMPTION,0.005
India,Odisha,"Financial Year (Apr - Mar), 2008",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.088
India,Odisha,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,10.254
India,Odisha,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),9.393
India,Odisha,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),23.648
India,Odisha,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.473
India,Odisha,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,4.502
India,Odisha,"Financial Year (Apr - Mar), 2008",RAW COAL,STEEL (BOILERS),0.084
India,Odisha,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.012
India,Odisha,"Financial Year (Apr - Mar), 2008",WASHED COAL,METALLURGICAL USE- COKERIES,0.608
India,Odisha,"Financial Year (Apr - Mar), 2008",WASHED COAL,POWER (UTILITY),0.004
India,Punjab,"Financial Year (Apr - Mar), 2008",RAW COAL,FERTILISERS,1.059
India,Punjab,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.612
India,Punjab,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),0.096
India,Punjab,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),10.282
India,Punjab,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.009
India,Punjab,"Financial Year (Apr - Mar), 2008",WASHED COAL,POWER (UTILITY),0.809
India,Rajasthan,"Financial Year (Apr - Mar), 2008",LIGNITE,CEMENT,0.09
India,Rajasthan,"Financial Year (Apr - Mar), 2008",LIGNITE,FERTILISERS,0.006
India,Rajasthan,"Financial Year (Apr - Mar), 2008",LIGNITE,OTHER,0.085
India,Rajasthan,"Financial Year (Apr - Mar), 2008",LIGNITE,POWER (UTILITY),0.38
India,Rajasthan,"Financial Year (Apr - Mar), 2008",LIGNITE,TEXTILES & RAYONS,0.045
India,Rajasthan,"Financial Year (Apr - Mar), 2008",MIDDLINGS,POWER (CAPTIVE),0.008
India,Rajasthan,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,1.16
India,Rajasthan,"Financial Year (Apr - Mar), 2008",RAW COAL,FERTILISERS,0.33
India,Rajasthan,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.704
India,Rajasthan,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),0.576
India,Rajasthan,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),13.018
India,Rajasthan,"Financial Year (Apr - Mar), 2008",RAW COAL,TEXTILES & RAYONS,0.028
India,Rajasthan,"Financial Year (Apr - Mar), 2008",WASHED COAL,POWER (UTILITY),0.805
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",LIGNITE,CEMENT,0.134
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",LIGNITE,CHEMICAL,0.033
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",LIGNITE,OTHER,0.13
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",LIGNITE,POWER (UTILITY),21.793
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",LIGNITE,PULP & PAPER,0.163
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",LIGNITE,TEXTILES & RAYONS,0.005
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,0.174
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",RAW COAL,OTHER,0.063
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (CAPTIVE),0.303
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",RAW COAL,POWER (UTILITY),13.486
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",RAW COAL,PULP & PAPER,0.022
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",RAW COAL,SPONGE IRON,0.044
India,Telangana,"Financial Year (Apr - Mar), 2008",RAW COAL,CEMENT,1.37336368500396
